商品Id,商品名称,商品价格,商品Url,评价人数,好评率,中评率,差评率
40216646299,3M 7772硅胶防尘面具防工业粉尘面罩水泥煤矿口罩打磨高效滤尘口罩防雾霾pm2.5面具 7772面具+7744C活性炭滤棉（10片）,223.00,//item.jd.com/40216646299.html,262,1.0,0.0,0.0
66072858638,KF94口罩韩国进口一次性防护口罩防尘防霾透气舒适 20个(共10包)颜色随机发48小时内发货,419.00,//item.jd.com/66072858638.html,506,0.95,0.03,0.02
68472173730,【现货】维康kn95口罩防飞沫防尘透气男女士夏季薄款防雾霾粉尘可水洗易呼吸纯棉pm2.5黑色时尚 纯黑男（KN95级+12片滤芯）,35.00,//item.jd.com/68472173730.html,1866,0.96,0.014,0.026
67652603329,现货豫中健医用外科口罩一次性手术无菌防病毒防飞沫非独立装系袋挂耳口罩 系带款(2只装),10.90,//item.jd.com/67652603329.html,44,1.0,0.0,0.0
27635379560,3M 防尘口罩工业粉尘雾霾pm2.5煤矿打磨防护面罩装修喷漆甲醛防毒面具3200升级款 350P防尘毒套装,57.00,//item.jd.com/27635379560.html,1775,0.97,0.007,0.023
68479326736,韩国KF94口罩95级熔喷防尘透气非医用口罩 独立包装20只装,279.90,//item.jd.com/68479326736.html,120,0.83,0.055,0.115
64393741664,柯博文 口罩 夏季薄款透气时尚非一次性可水洗成人男女可重复使用 黑色三枚装（可印花）,25.90,//item.jd.com/64393741664.html,31496,0.94,0.032,0.028
66774206112,保为康N3800防尘面具 防尘口罩工业粉尘打磨防雾霾pm2.5装修灰尘头戴式男女可清洗 面具1套+20片滤棉（共24片）,43.00,//item.jd.com/66774206112.html,132,0.92,0.0,0.08
68547288318,CANLY 医用外科口罩 一次性医用口罩 成人无菌挂耳式带CE认证可出口 医用外科口罩100片【5片/包】,199.00,//item.jd.com/68547288318.html,567,0.99,0.01,0.0
66405949062,护理佳一次性口罩垫片【升级款】家庭量贩装40片/盒 多规格可选 2盒,109.00,//item.jd.com/66405949062.html,1894,0.96,0.028,0.012
68698501101,【3-13岁】儿童款医用外科口罩 一次性儿童医用口罩无菌挂耳式防细菌隔离病菌上学出行专用 12.5cmX8.5cm（小童款）100片,299.00,//item.jd.com/68698501101.html,62153,0.94,0.028,0.032
41053815256,3M口罩防尘防毒面具 3200防工业粉尘灰尘防雾霾PM2.5面具可清洗 HF-52防毒套装(1套)升级版 硅胶,108.00,//item.jd.com/41053815256.html,7011,0.98,0.015,0.005
16017052970,3M 6200防毒面具口罩防喷漆苯有机气体甲醛二氧化硫农药粉尘雾霾PM2.5夏季透气面罩 6200配6005七件套,188.00,//item.jd.com/16017052970.html,8682,0.97,0.008,0.022
47346702690,3M 3200防尘面具工业防粉尘KN95防雾霾PM2.5口罩水泥打磨煤矿工厂装修电焊夏透气 升级版硅胶（含活性炭1片棉）,75.00,//item.jd.com/47346702690.html,22632,0.98,0.006,0.014
65959050248,一次性三层无纺布口罩材料包DIY一次性口罩材料熔喷布加厚非成品 一次口罩【20只】,19.50,//item.jd.com/65959050248.html,1995,0.96,0.013,0.027
37234279762,奥格亚明星网红同款口罩防尘透气防粉尘海绵口罩可水洗防花粉防柳絮男女款骑行防晒口罩 酷黑4只,38.00,//item.jd.com/37234279762.html,1606,0.94,0.022,0.038
67076928568,3M3200防尘口罩KN95颗粒物粉尘PM2.5雾霾抛光打磨煤矿工业夏季透气口罩 1701cn滤棉10片/包（配1700承接座使用）,25.00,//item.jd.com/67076928568.html,137,0.94,0.0,0.06
20465660155,爱莫生（airmotion）防雾霾口罩滑雪护脸护具保暖男女网红防尘装修灰尘PM2.5可洗 夜光蓝（含滤芯2只）,219.00,//item.jd.com/20465660155.html,2770,0.95,0.023,0.027
66901867187,过滤王KN95级别一次性口罩成人儿童防护口罩防飞沫粉尘颗粒物防雾霾正品婴幼儿口罩多效过滤3D立体透气 10只口罩独立包装【儿童款】,129.00,//item.jd.com/66901867187.html,2674,0.96,0.021,0.019
68643953918,一次性防护口罩 10片 防止水汽，飞沫渗入。一次性口罩，三层！含熔喷布！ 真空包装！,13.90,//item.jd.com/68643953918.html,1,1.0,0.0,0.0
67360568741,伊藤良品KN95口罩 防颗粒物抑细菌防飞沫PM2.5雾霾（带呼吸阀）易呼吸成人面罩口罩 3只独立包装（蓝色）,59.00,//item.jd.com/67360568741.html,548,0.98,0.013,0.007
67966494750,现货】海氏海诺 一次性使用医用口罩 10只/包 10只/包,33.90,//item.jd.com/67966494750.html,84,0.93,0.0,0.07
65684214686,MEHOW MeArt全封闭硅胶纺织口罩防菌口罩抗菌防雾霾男女秋冬保暖防飞沫粉尘透气可清洗 孕妇通用 春卉-抗菌菌套装（含7片滤芯）,299.00,//item.jd.com/65684214686.html,4903,0.97,0.02,0.01
15595157666,成楷科技 单罐防毒面具 防尘面罩 防雾霾口罩 一套面具+4个过滤盒/月,44.80,//item.jd.com/15595157666.html,44,1.0,0.0,0.0
51847920525,KN95 防尘口罩防飞沫传播 工业粉尘 防雾霾 防护面罩 多送1片棉 KN95 滤棉 40片,88.00,//item.jd.com/51847920525.html,1567,0.97,0.009,0.021
67018243424,意尔嫚 一次性口罩3层加厚口罩防尘防护民用防雾霾防飞沫男女 一次性口罩 蓝白随机（成人通用30只装）,56.00,//item.jd.com/67018243424.html,348,0.94,0.031,0.029
67360568741,伊藤良品KN95口罩 防颗粒物抑细菌防飞沫PM2.5雾霾（带呼吸阀）易呼吸成人面罩口罩 3只独立包装（蓝色）,59.00,//item.jd.com/67360568741.html,548,0.98,0.013,0.007
67966494750,现货】海氏海诺 一次性使用医用口罩 10只/包 10只/包,33.90,//item.jd.com/67966494750.html,84,0.93,0.0,0.07
65684214686,MEHOW MeArt全封闭硅胶纺织口罩防菌口罩抗菌防雾霾男女秋冬保暖防飞沫粉尘透气可清洗 孕妇通用 春卉-抗菌菌套装（含7片滤芯）,299.00,//item.jd.com/65684214686.html,4903,0.97,0.02,0.01
15595157666,成楷科技 单罐防毒面具 防尘面罩 防雾霾口罩 一套面具+4个过滤盒/月,44.80,//item.jd.com/15595157666.html,44,1.0,0.0,0.0
51847920525,KN95 防尘口罩防飞沫传播 工业粉尘 防雾霾 防护面罩 多送1片棉 KN95 滤棉 40片,88.00,//item.jd.com/51847920525.html,1567,0.97,0.009,0.021
67018243424,意尔嫚 一次性口罩3层加厚口罩防尘防护民用防雾霾防飞沫男女 一次性口罩 蓝白随机（成人通用30只装）,56.00,//item.jd.com/67018243424.html,348,0.94,0.031,0.029
100006823617,正天绑带式医用外科口罩,28.00,//item.jd.com/100006823617.html,64,1.0,0.0,0.0
67067109346,度美尔 一次性医用口罩挂耳式透气三层防尘防飞沫防护成人学生10个包装【现货速发】 100只,269.00,//item.jd.com/67067109346.html,1713,0.95,0.007,0.043
66072858637,KF94口罩韩国进口一次性防护口罩防尘防霾透气舒适 10个(共5包)颜色随机发,219.00,//item.jd.com/66072858637.html,506,0.95,0.03,0.02
66942539307,万年青（LSPG）一次性使用医用口罩40只,87.00,//item.jd.com/66942539307.html,439,0.96,0.01,0.03
54057315339,3M口罩HF-52防尘防毒套装喷漆专用防装修甲醛化工雾霾PM2.5防尘防毒面具3200升级版 HF-52防毒套装（升级版）,95.00,//item.jd.com/54057315339.html,275,0.95,0.01,0.04
15120179260,3M口罩防尘防毒面具防甲醛喷漆防雾霾PM2.5面罩 yzl 【面罩主体】7501小号高级硅胶半面罩,199.00,//item.jd.com/15120179260.html,15449,0.98,0.007,0.013
65422642078,安可新 婴儿青少年口罩开学必备儿童一次性防尘透气宝宝口罩大人KN95防护专用口罩 【新款】大人KN95口罩 【5片装】,35.90,//item.jd.com/65422642078.html,122058,0.95,0.02,0.03
67142755324,MEO Lite进口口罩含KN95滤芯防细菌防雾霾防粉尘防pm2.5透气可水洗成人男女 Lite成人炫黑（L码）1袋,89.00,//item.jd.com/67142755324.html,2052,0.97,0.005,0.025
66256595613,海氏海诺防护口罩 成人一次性平面口罩 10只（一袋）,26.00,//item.jd.com/66256595613.html,52,1.0,0.0,0.0
66953035067,儿童医用口罩一次性现货无纺布熔喷布三层小孩防尘防病菌 10个/袋 【儿童口罩(S)】3袋 30个,128.00,//item.jd.com/66953035067.html,170,0.95,0.05,0.0
10291399320,唐丰硅胶防尘口罩工业粉尘打磨木工煤矿可清洗半面罩防颗粒物kn95防尘面具 蓝色硅胶口罩+10片kn95滤棉,45.00,//item.jd.com/10291399320.html,1839,0.96,0.032,0.008
68286061759,笑康 一次性防护口罩防雾霾口罩三层过滤含喷绒布防尘防柳絮防飞沫透气口罩10只/包 50只（5包）,48.00,//item.jd.com/68286061759.html,192,1.0,0.0,0.0
65512840611,诺伯豪斯 可水洗防尘聚氨酯儿童成人黑口罩男女秋透气 儿童蓝灰绿6枚,43.00,//item.jd.com/65512840611.html,7572,0.97,0.01,0.02
44878134932,3M 7502防毒口罩面具6200升级版防毒面罩硅胶防尘防喷漆甲醛有机蒸气雾霾粉尘男女 7502配6005防甲醛专用防毒套装,295.00,//item.jd.com/44878134932.html,1895,0.98,0.004,0.016
67119470098,格林特卫儿童一次性口罩防粉尘防尘防异味透气含熔喷静电层50只 【非独立装】儿童一次性口罩50只（颜色随机）,129.00,//item.jd.com/67119470098.html,314,0.97,0.0,0.03
66706429295,2020口罩神器 护耳防勒神器调节松紧大小 头戴辅助挂钩延长绳 减压不勒儿童口罩挂钩 成人耳式挂扣 黑色-分享装12只,49.90,//item.jd.com/66706429295.html,2636,0.96,0.035,0.005
68710986494,致净 一次性口罩薄款透气单层夏季女一层二层白色粉色蓝色黑色防尘防晒非独立包装男女成人通用口罩 二层绿色【50只】非独立,88.00,//item.jd.com/68710986494.html,95,0.96,0.04,0.0
13191392047,迈盾电动送风防甲醛口罩防雾霾尘口罩除尾气新风专业运动儿童孕妇防鼻炎花粉智能面罩细呼吸器口罩防护罩 成人款-白色（标配3片滤芯）,348.00,//item.jd.com/13191392047.html,629,0.96,0.006,0.034
65808785507,3M防尘口罩面具3200面罩防工业粉尘打磨煤矿焊接铸造防尘口罩 3701CN滤棉25片（无面具）,98.00,//item.jd.com/65808785507.html,1512,0.95,0.038,0.012
68415655803,萨克斯顿（SAXTON） 一次性口罩成人口鼻罩防尘透气飞沫黑色三层50只装防护口罩 黑色100只装【现货-四层防护】,351.70,//item.jd.com/68415655803.html,5,1.0,0.0,0.0
27635379559,3M 防尘口罩工业粉尘雾霾pm2.5煤矿打磨防护面罩装修喷漆甲醛防毒面具3200升级款 350D防尘套装,45.00,//item.jd.com/27635379559.html,1772,0.97,0.007,0.023
67669910873,柯博文 口罩 夏季薄款透气时尚非一次性可水洗成人男女可重复使用 粉6+灰6 12枚装,45.90,//item.jd.com/67669910873.html,31496,0.94,0.032,0.028
68576564971,致净 n95口罩女kn95男现货一次性加厚儿童成人防尘透气防护用品 韩式KF94不带阀-5只,59.90,//item.jd.com/68576564971.html,0,1.0,0.0,0.0
67784596707,戴思（DAISI）一次使用性学生儿童口罩 防尘PM2.5防雾霾熔喷无纺布轻薄三层加厚防护 20只装 儿童防护口罩,42.00,//item.jd.com/67784596707.html,258,0.97,0.03,0.0
65808785507,3M防尘口罩面具3200面罩防工业粉尘打磨煤矿焊接铸造防尘口罩 3701CN滤棉25片（无面具）,98.00,//item.jd.com/65808785507.html,1512,0.95,0.038,0.012
68415655803,萨克斯顿（SAXTON） 一次性口罩成人口鼻罩防尘透气飞沫黑色三层50只装防护口罩 黑色100只装【现货-四层防护】,351.70,//item.jd.com/68415655803.html,5,1.0,0.0,0.0
27635379559,3M 防尘口罩工业粉尘雾霾pm2.5煤矿打磨防护面罩装修喷漆甲醛防毒面具3200升级款 350D防尘套装,45.00,//item.jd.com/27635379559.html,1772,0.97,0.007,0.023
67669910873,柯博文 口罩 夏季薄款透气时尚非一次性可水洗成人男女可重复使用 粉6+灰6 12枚装,45.90,//item.jd.com/67669910873.html,31496,0.94,0.032,0.028
68576564971,致净 n95口罩女kn95男现货一次性加厚儿童成人防尘透气防护用品 韩式KF94不带阀-5只,59.90,//item.jd.com/68576564971.html,0,1.0,0.0,0.0
67784596707,戴思（DAISI）一次使用性学生儿童口罩 防尘PM2.5防雾霾熔喷无纺布轻薄三层加厚防护 20只装 儿童防护口罩,42.00,//item.jd.com/67784596707.html,258,0.97,0.03,0.0
65441096613,MEHOW KN95抗菌滤芯 口罩滤芯替换装含熔喷布进口材质多层防护 （需搭配mehow面罩使用） 纺织款L002/L003通用版抗菌滤芯（5片装）,139.00,//item.jd.com/65441096613.html,1175,0.97,0.022,0.008
67924604247,医用外科口罩三层防病菌无纺布熔喷布单个独立包装现货 华帅【医用外科口罩】2盒共100个,390.00,//item.jd.com/67924604247.html,93,0.96,0.04,0.0
65578582283,"京东国际	
【现货秒发】PITTA MASK 防尘防花粉口罩 可水洗多次使用男女冬季潮款防灰尘花粉 海军蓝3枚装",39.00,//item.jd.com/65578582283.html,689,0.94,0.0,0.06
30602094553,百安达 防尘口罩防工业粉尘防尘防油烟雾霾pm2.5防尘面具kp100等级 中号主体+KP100滤棉3对,193.00,//item.jd.com/30602094553.html,102,1.0,0.0,0.0
65829400853,倍逸舒口罩现货防雾霾PM2.5防尘飞沫病菌花粉颗粒防护口罩GB2626-2006KN95过滤级别包邮 黑色标配口罩+1套备用过滤装置,59.00,//item.jd.com/65829400853.html,2839,0.95,0.037,0.013
66808824800,弘历 儿童医用口罩 一次性防护熔喷布 防飞沫学生+成人医用口罩 成人医用口罩【50个装】,99.00,//item.jd.com/66808824800.html,326,0.91,0.016,0.074
68751930858,【现货当天发】医用外科口罩一次性成人无菌挂耳式口罩防细菌防飞沫传播防隔离病菌 20只装 国际版【医用外科口罩】一包60个,207.00,//item.jd.com/68751930858.html,49523,0.96,0.025,0.015
68639792977,再一起 一次性医用口罩成人三层含熔喷层浅绿色蓝色独立包装口罩 50片/盒 医用浅绿色1盒【每片独立包装】【现货】 175mm*95mm,155.00,//item.jd.com/68639792977.html,2,1.0,0.0,0.0
100012536032,欧宣 医用外科口罩 透气型医用防护 成人家用三层医用口罩（10只装）,35.90,//item.jd.com/100012536032.html,91,0.91,0.09,0.0
1159034004,3M防毒面具6200套装喷漆防甲醛油漆面罩口罩农药喷洒防化工有毒气体专用面具 6001CN滤盒 一对装,56.00,//item.jd.com/1159034004.html,7679,0.97,0.018,0.012
67489785902,一次性使用医用口罩10只/包 成人口罩3层加厚防尘防护男女防飞沫质量优 非无菌大药房正品 拍下25元】医用口罩10只装,35.00,//item.jd.com/67489785902.html,3494,0.99,0.009,0.001
68656028697,MeHow防甲醛滤芯 活性炭进口材质多层防护（若不清楚口罩搭配哪种型号的滤芯请咨询在线人工服务） L0001防甲醛滤芯15片装（5片/包*3）,239.00,//item.jd.com/68656028697.html,12,1.0,0.0,0.0
67108751801,蓓戈 口罩防尘现货一次性黑色成人男女防花粉防雾霾防颗粒物儿童可清洗口鼻罩防护口罩 升级聚氨酯海绵口罩（成人黑色3只装）,12.80,//item.jd.com/67108751801.html,163,0.91,0.073,0.017
68666504972,锐盾 儿童口罩一次性3d男童女童学生春夏透气防护卡通小孩防尘高品质 海外直邮出口 小鱼蓝色-【日本包装标准5支】,29.90,//item.jd.com/68666504972.html,62,1.0,0.0,0.0
49776293260,南极人（Nanjiren）3D时尚口罩男女士户外骑行遮脸 灰色（3片）,25.00,//item.jd.com/49776293260.html,126,0.91,0.09,0.0
68855020793,【现货当天发】一次性无菌医用外科口罩成人挂耳式口罩防细菌防飞沫传播防隔离病菌  20只装 医用外科口罩【一包40个】,139.00,//item.jd.com/68855020793.html,3354,0.96,0.013,0.027
66210411413,江赫 一次性口罩医用无菌1只/袋 防护透气无纺布护理口罩 【无菌级】医用口罩【1只/袋 共20袋】,45.60,//item.jd.com/66210411413.html,121,0.97,0.03,0.0
67924604246,医用外科口罩三层防病菌无纺布熔喷布单个独立包装现货 华帅【医用外科口罩】1盒共50个,196.00,//item.jd.com/67924604246.html,93,0.96,0.04,0.0
1513848433,3M防毒套装7502配6003防毒防尘防毒面具防毒口罩喷漆专用化工农药面罩粉尘雾霾 七件套+1包6003滤毒盒,340.00,//item.jd.com/1513848433.html,79,1.0,0.0,0.0
11608460350,保为康 3600防毒口罩面具喷漆甲醛农药活性炭防尘口罩工业粉尘防护面罩男女 3600防尘毒口罩(4件套),23.90,//item.jd.com/11608460350.html,4085,0.99,0.004,0.006
66816698974,【现货可发】KN95级别口罩儿童防护控住一次性防尘透气宝宝口罩无纺布防风防尘防飞沫婴幼儿防护专用 【KN95级别儿童口罩】10只,128.00,//item.jd.com/66816698974.html,163,1.0,0.0,0.0
68170195639,一次性医用口罩儿童口罩50只 3层加厚学生含熔喷层 医用口罩成人款6盒（300只）,600.00,//item.jd.com/68170195639.html,5218,0.95,0.015,0.035
67108214542,儿童口罩 一次性口罩 三层加厚防护口罩防尘防飞沫熔喷布透气男女学生中小童中大童宝宝专用口罩 儿童口罩50只,79.90,//item.jd.com/67108214542.html,3492,0.99,0.001,0.009
65625777571,华鲁牌 全脱脂纱布口罩纯棉防工业粉尘加厚一次性防护冬季防寒医家护士民用防透气可水洗16层汽车尾气口罩 96小时内发货 16层 20只装（独立包装）,43.00,//item.jd.com/65625777571.html,6485,0.95,0.034,0.016
1513848433,3M防毒套装7502配6003防毒防尘防毒面具防毒口罩喷漆专用化工农药面罩粉尘雾霾 七件套+1包6003滤毒盒,340.00,//item.jd.com/1513848433.html,79,1.0,0.0,0.0
11608460350,保为康 3600防毒口罩面具喷漆甲醛农药活性炭防尘口罩工业粉尘防护面罩男女 3600防尘毒口罩(4件套),23.90,//item.jd.com/11608460350.html,4085,0.99,0.004,0.006
66816698974,【现货可发】KN95级别口罩儿童防护控住一次性防尘透气宝宝口罩无纺布防风防尘防飞沫婴幼儿防护专用 【KN95级别儿童口罩】10只,128.00,//item.jd.com/66816698974.html,163,1.0,0.0,0.0
68170195639,一次性医用口罩儿童口罩50只 3层加厚学生含熔喷层 医用口罩成人款6盒（300只）,600.00,//item.jd.com/68170195639.html,5218,0.95,0.015,0.035
67108214542,儿童口罩 一次性口罩 三层加厚防护口罩防尘防飞沫熔喷布透气男女学生中小童中大童宝宝专用口罩 儿童口罩50只,79.90,//item.jd.com/67108214542.html,3492,0.99,0.001,0.009
65625777571,华鲁牌 全脱脂纱布口罩纯棉防工业粉尘加厚一次性防护冬季防寒医家护士民用防透气可水洗16层汽车尾气口罩 96小时内发货 16层 20只装（独立包装）,43.00,//item.jd.com/65625777571.html,6485,0.95,0.034,0.016
67132139820,优禾康一次性日常防护口罩成人儿童口罩三层过滤正品熔喷布防飞沫防粉尘颗粒物3D立体透气婴幼儿折叠口罩 【儿童口罩】三盒90只,249.00,//item.jd.com/67132139820.html,5347,0.94,0.025,0.035
68623383210,诺伯豪斯 口罩一次性成人活性炭 五层3D立体口罩 黑色活性炭5枚（室内可戴）,22.00,//item.jd.com/68623383210.html,434,0.97,0.03,0.0
1547712383,3M 3701CN防尘防颗粒物过滤棉 需要配3200面具口罩用滤纸 1片,4.50,//item.jd.com/1547712383.html,19597,0.98,0.015,0.005
65731207462,【药房直售】【CE认证】明药堂 N95口罩 三层防护独立包装现货 5只,90.00,//item.jd.com/65731207462.html,9523,0.9,0.036,0.064
68283712751,一次性口罩成人3层含熔喷布过滤层蓝色口罩50只1盒500ml洗手液 3片装,9.90,//item.jd.com/68283712751.html,10,1.0,0.0,0.0
18795001062,凡尘 智能电动儿童口罩  电动智能电子防尘 不憋闷 儿童专用面罩口罩 2020年新款-天空蓝,299.00,//item.jd.com/18795001062.html,879,0.92,0.046,0.034
1350494160,维优净防尘口罩舒适透气防粉尘棉口罩含熔喷布过滤层 藏青【3层防护 熔喷布过滤层】,23.00,//item.jd.com/1350494160.html,8628,0.95,0.031,0.019
65450006680,现货原森态Q5PRO防雾霾pm2.5电动口罩防花粉过敏电子口罩学生成人款通用款 成人款Q5PRO白色+2片滤芯,298.00,//item.jd.com/65450006680.html,1346,0.97,0.018,0.012
66983441834,护理佳一次性口罩垫 40片/盒 家庭量贩装 多规格可选 1盒装,49.90,//item.jd.com/66983441834.html,1438,0.95,0.019,0.031
68275549417,绿洁（LJ）儿童口罩一次性防飞沫婴幼儿宝宝小孩学生防尘防护口鼻罩 女宝小号0-3岁（5枚）,33.91,//item.jd.com/68275549417.html,47,1.0,0.0,0.0
68427496069,锐盾 儿童一次性口罩 ce认证海外直邮 三层防护N99熔喷布口罩大中小学生宝宝口罩透气幼儿面罩口罩 小熊粉花(50支)小童3-12岁,199.00,//item.jd.com/68427496069.html,180,1.0,0.0,0.0
12301547579,3M3200防尘口罩工业粉尘打磨装修易呼吸透气夏N95过滤棉防尘面具防工业粉尘口罩男  3M 3050防尘面具+20片3701滤棉,99.00,//item.jd.com/12301547579.html,394,0.98,0.004,0.016
16017574506,霾星人（MaiXingRen）霾星人鼻用空气净化器阻隔污染阻隔雾霾防尘透气阻隔花粉蒿草颗粒物口罩鼻罩 冰海蓝,318.00,//item.jd.com/16017574506.html,1400,0.98,0.015,0.005
68146589890,医用口罩加厚一次性儿童口罩 成人男女通用50片/盒 防飞沫雾霾细菌带熔喷层 医用口罩成人款2盒（100只）,216.00,//item.jd.com/68146589890.html,2230,0.97,0.026,0.004
66561706577,以勒 KN95一次性口罩 立体折叠防尘PM2.5 防雾霾 四层加厚含熔喷布口罩 四层加厚过滤效率达99%（6只装）,55.00,//item.jd.com/66561706577.html,82,1.0,0.0,0.0
1581403532,伍迪诺斯（WoodyKnows）运动透气款隐形鼻罩防尘鼻塞防雾霾防花粉口罩男女鼻腔过滤器可替换滤片 标准装：小号鼻腔过滤器3个+6对纳米滤片,58.90,//item.jd.com/1581403532.html,2165,0.95,0.035,0.015
15120179266,3M口罩防尘防毒面具防甲醛喷漆防雾霾PM2.5面罩 yzl 6005CN滤毒盒1对,149.00,//item.jd.com/15120179266.html,15454,0.98,0.007,0.013
68415548030,萨克斯顿（SAXTON） 一次性粉色白色口罩薄款透气单层夏季女一层白色防尘防晒非独立包装 一层蓝色【50只/包】非独立,86.00,//item.jd.com/68415548030.html,0,1.0,0.0,0.0
66713570770,医麦德 一次性医用口罩 三层带熔喷布挂耳型175*95mm成人款 蓝色,116.00,//item.jd.com/66713570770.html,88,0.94,0.0,0.06
67355233042,【现货KN95】维康口罩防尘透气男女士夏季防雾霾粉尘防飞沫可清洗易呼吸纯棉pm2.5黑色 藕粉女【95级高分子款+12滤片】,35.00,//item.jd.com/67355233042.html,10376,0.97,0.022,0.008
100011799010,"京东超市	
千寻一次性口罩 加厚熔喷布 三层无纺布透气 防尘防飞沫防护口鼻 50只装",129.00,//item.jd.com/100011799010.html,2617,0.89,0.066,0.044
67821090979,免配送费】优益诺 口罩50只/盒 现货一次性使用医用口罩三层成人防护防尘透气防晒加厚蓝色男女50只装 一盒装50只,108.00,//item.jd.com/67821090979.html,30,1.0,0.0,0.0
67327520301,SAITAITAI 一次性医用外科口罩防病菌防飞沫挂耳式三层成人防护口罩十只包装（现货速发） 100只装,290.00,//item.jd.com/67327520301.html,406,0.97,0.017,0.013
27133136926,安爽利 kn95防尘口罩防毒面具面罩雾霾装修打磨煤矿工业粉尘 口罩+防雾大眼罩  送22滤棉+手套,78.00,//item.jd.com/27133136926.html,12918,0.97,0.02,0.01
66713570770,医麦德 一次性医用口罩 三层带熔喷布挂耳型175*95mm成人款 蓝色,116.00,//item.jd.com/66713570770.html,88,0.94,0.0,0.06
67355233042,【现货KN95】维康口罩防尘透气男女士夏季防雾霾粉尘防飞沫可清洗易呼吸纯棉pm2.5黑色 藕粉女【95级高分子款+12滤片】,35.00,//item.jd.com/67355233042.html,10376,0.97,0.022,0.008
100011799010,"京东超市	
千寻一次性口罩 加厚熔喷布 三层无纺布透气 防尘防飞沫防护口鼻 50只装",129.00,//item.jd.com/100011799010.html,2617,0.89,0.066,0.044
67821090979,免配送费】优益诺 口罩50只/盒 现货一次性使用医用口罩三层成人防护防尘透气防晒加厚蓝色男女50只装 一盒装50只,108.00,//item.jd.com/67821090979.html,30,1.0,0.0,0.0
67327520301,SAITAITAI 一次性医用外科口罩防病菌防飞沫挂耳式三层成人防护口罩十只包装（现货速发） 100只装,290.00,//item.jd.com/67327520301.html,406,0.97,0.017,0.013
27133136926,安爽利 kn95防尘口罩防毒面具面罩雾霾装修打磨煤矿工业粉尘 口罩+防雾大眼罩  送22滤棉+手套,78.00,//item.jd.com/27133136926.html,12918,0.97,0.02,0.01
65683745815,3M防尘口罩面具3200面罩防工业粉尘打磨煤矿焊接铸造防尘口罩 3200橡胶面具带25片3701CNKN95过滤棉,148.00,//item.jd.com/65683745815.html,1512,0.95,0.038,0.012
67412076323,绿盾 口罩儿童防雾霾纯棉透气可水洗防尘口罩防细菌pm2.5冬季防寒2-5岁女童男 2-5岁天蓝儿童款,39.00,//item.jd.com/67412076323.html,2326,0.99,0.008,0.002
65737034535,"京东国际	
【现货秒发】PITTA MASK 防尘防花粉口罩 可水洗多次使用男女冬季潮款防灰尘花粉 儿童男3枚装",48.00,//item.jd.com/65737034535.html,691,0.94,0.0,0.06
67018270917,【现货现发】一次性劳保防护口罩三层防雾霾防尘防护口罩熔喷无纺布透气成人 【成人款一次性】40只装,56.00,//item.jd.com/67018270917.html,2111,0.97,0.021,0.009
10843975642,3M 7502防毒面具硅胶防毒口罩喷漆防化工农药喷洒活二氧化碳甲苯甲醛甲胺汽油装修异味面罩 配6001七件套（有机蒸气、甲苯、油漆、汽油）,215.00,//item.jd.com/10843975642.html,242,0.96,0.024,0.016
66817825756,3M口罩8576 8577防护口罩防雾霾P95防毒异味防酸性活性炭口罩 P95级别 8576 10个/盒（头戴式环保装）,398.00,//item.jd.com/66817825756.html,139,0.96,0.04,0.0
65718034822,现货当天发 新款原森态Q5S/Q8/Q8S/Q5/Q5PRO/Q7口罩过滤网 原装滤芯1盒5片 熔喷布】专业款Q5S滤芯1包5片 1盒/包,50.00,//item.jd.com/65718034822.html,3125,0.96,0.024,0.016
46537510557,居安思一次性口罩无纺布熔喷布防尘口罩三层骑行防风沙清洁卫生防飞沫餐饮食品男女神舒适上班上学 黑色10只装,18.80,//item.jd.com/46537510557.html,70855,0.97,0.02,0.01
27124195652,伊藤良品 儿童口罩pm2.5 防尘防雾霾春夏透气易呼吸阀带呼吸阀雾霾可反复洗口罩 儿童5-12岁 幻影酷黑（呼吸阀款）,49.80,//item.jd.com/27124195652.html,1405,0.97,0.021,0.009
67283719895,豫北一次性防护无菌KN95口罩透气挂耳式口罩防细菌防飞沫传播防隔离病菌防护有货一只独立包装成人男女 KN95口罩白色1只 独立包装,14.00,//item.jd.com/67283719895.html,39,1.0,0.0,0.0
66409987150,护理佳一次性口罩垫 40片/盒 家庭量贩装 多规格可选 2盒装,98.00,//item.jd.com/66409987150.html,1437,0.95,0.019,0.031
65899109345,"京东国际	
日本进口口罩防雾霾 防尘防晒防花粉 立体无纺布口罩 4枚",28.00,//item.jd.com/65899109345.html,2063,0.97,0.009,0.021
68069905136,【资质齐全可接单】一次性口罩 优质熔喷布过滤层 全塑鼻梁条 防粉尘防沙尘透气三层成人男女通用 【三层防护】蓝色500只,700.00,//item.jd.com/68069905136.html,7620,0.94,0.039,0.021
67075467647,儿童口罩医用一次性儿童款防飞沫 防护口罩熔喷布透气男女学生开学小孩宝宝专用 50个医用儿童口罩【3-12岁】,148.00,//item.jd.com/67075467647.html,60,1.0,0.0,0.0
67373228463,金士力 一次性使用医用口罩 独立包装 10片装 口罩 4包（40片）,112.00,//item.jd.com/67373228463.html,188,1.0,0.0,0.0
15026724455,3M 防毒防尘口罩面具升级版硅胶HF-52防工业粉尘打磨煤矿焊接面罩防有机蒸气异味 HF-52面罩+3700+3701CN过滤棉1片,79.00,//item.jd.com/15026724455.html,2139,0.98,0.004,0.016
